id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_status;user_validation;validation_date;creation_date;user_creation;modification_date;user_modification;deleted
646;Fuselage panel;0430-0570;Gantry system;Really bad;false;true;true;dimensions measured;2024-07-09;ftp://inspection-server/aircraft/B787/Fuselage panel/0430-0570/2024-07-09;VALIDATED;2;2024-07-14 06:31:19;2024-07-09 12:52:35;5;2024-07-14 06:31:19;2;false
647;Landing gear;55154-6273;Complete inspection;Not good;false;true;true;;2024-11-09;ftp://inspection-server/aircraft/B747/Landing gear/55154-6273/2024-11-09;VALIDATED;1;2024-11-13 08:51:11;2024-11-09 01:26:32;5;2024-11-13 08:51:11;1;false
648;Engine cover;0536-4533;Big robot arm;Not good;true;false;true;color consistency verified;2024-07-22;ftp://inspection-server/aircraft/B737/Engine cover/0536-4533/2024-07-22;VALIDATED;3;2024-07-28 21:04:06;2024-07-22 15:30:47;9;2024-07-28 21:04:06;3;false
649;Landing gear;50268-219;Gantry system;Average;false;true;false;;2025-04-30;ftp://inspection-server/aircraft/B747/Landing gear/50268-219/2025-04-30;PENDING;;;2025-04-30 07:15:15;5;;;false
650;Cockpit window;42858-001;Gantry system;Not good;true;true;false;;2024-12-02;ftp://inspection-server/aircraft/B737/Cockpit window/42858-001/2024-12-02;VALIDATED;1;2024-12-04 02:44:46;2024-12-02 22:34:18;5;2024-12-04 02:44:46;1;false
651;Flap;59762-2380;Big robot arm;Not good;true;true;true;material composition checked;2025-06-04;ftp://inspection-server/aircraft/A320neo/Flap/59762-2380/2025-06-04;VALIDATED;3;2025-06-04 08:04:50;2025-06-04 00:41:47;8;2025-06-04 08:04:50;3;false
652;Aileron;36987-1040;Rotating table plus camera;Really bad;true;true;false;;2024-07-14;ftp://inspection-server/aircraft/Aileron/36987-1040/2024-07-14;PENDING;;;2024-07-14 00:24:21;9;;;false
653;Tail fin;59762-5000;Rotating table plus camera;Good;false;false;true;surface finish inspected;2024-10-23;ftp://inspection-server/aircraft/A320neo/Tail fin/59762-5000/2024-10-23;PENDING;;;2024-10-23 02:28:38;10;;;false
654;Engine cover;49781-054;Gantry system;Good;true;false;false;;2025-05-06;ftp://inspection-server/aircraft/A320neo/Engine cover/49781-054/2025-05-06;VALIDATED;2;2025-05-08 15:21:16;2025-05-06 04:25:28;9;2025-05-08 15:21:16;2;false
655;Flap;69072-070;Big robot arm;Good;true;false;false;surface finish inspected;2025-05-03;ftp://inspection-server/aircraft/B787/Flap/69072-070/2025-05-03;VALIDATED;3;2025-05-08 16:59:03;2025-05-03 00:51:43;5;2025-05-08 16:59:03;3;false
656;Tail fin;43861-1930;Rotating table plus camera;Not good;true;false;false;material composition checked;2024-12-18;ftp://inspection-server/aircraft/A380/Tail fin/43861-1930/2024-12-18;REJECTED;;;2024-12-18 15:22:55;8;;;false
657;Wing A;68016-290;Complete inspection;Good;true;false;false;;2025-04-08;ftp://inspection-server/aircraft/A380/Wing A/68016-290/2025-04-08;PENDING;;;2025-04-08 08:21:36;6;;;false
658;Rudder;62011-0104;Rotating table plus camera;Really bad;true;true;true;;2025-05-15;ftp://inspection-server/aircraft/A380/Rudder/62011-0104/2025-05-15;VALIDATED;3;2025-05-21 18:43:55;2025-05-15 10:47:19;6;2025-05-21 18:43:55;3;false
659;Aileron;43419-383;Gantry system;Not good;true;false;true;weight recorded;2024-06-22;ftp://inspection-server/aircraft/B787/Aileron/43419-383/2024-06-22;PENDING;;;2024-06-22 06:15:30;4;;;false
660;Rudder;60429-362;Big robot arm;Not good;true;false;true;;2025-05-20;ftp://inspection-server/aircraft/B737/Rudder/60429-362/2025-05-20;VALIDATED;1;2025-05-23 22:11:07;2025-05-20 09:50:19;6;2025-05-23 22:11:07;1;false
661;Rudder;22700-147;Camera only;Good;false;false;true;;2024-11-27;ftp://inspection-server/aircraft/B737/Rudder/22700-147/2024-11-27;PENDING;;;2024-11-27 00:20:35;4;;;false
662;Cockpit window;0603-0209;Rotating table plus camera;Almost perfect;false;false;false;;2024-09-14;ftp://inspection-server/aircraft/B787/Cockpit window/0603-0209/2024-09-14;VALIDATED;3;2024-09-20 22:20:27;2024-09-14 11:50:25;6;2024-09-20 22:20:27;3;false
663;Landing gear;61245-083;Big robot arm;Good;false;true;false;weight recorded;2025-01-23;ftp://inspection-server/aircraft/A350/Landing gear/61245-083/2025-01-23;VALIDATED;1;2025-01-28 06:11:29;2025-01-23 23:19:34;4;2025-01-28 06:11:29;1;false
664;Flap;22700-143;Big robot arm;Not good;false;true;false;material composition checked;2024-12-20;ftp://inspection-server/aircraft/B787/Flap/22700-143/2024-12-20;VALIDATED;3;2024-12-24 20:57:15;2024-12-20 22:39:12;10;2024-12-24 20:57:15;3;false
665;Rudder;59779-438;Big robot arm;Not good;false;true;true;;2024-11-13;ftp://inspection-server/aircraft/B737/Rudder/59779-438/2024-11-13;PENDING;;;2024-11-13 23:38:10;9;;;false
666;Engine cover;62011-0214;Complete inspection;Perfect;false;false;false;;2025-02-28;ftp://inspection-server/aircraft/B737/Engine cover/62011-0214/2025-02-28;VALIDATED;3;2025-03-07 17:30:52;2025-02-28 22:15:02;7;2025-03-07 17:30:52;3;false
667;Elevator;61096-0030;Complete inspection;Almost perfect;false;false;false;color consistency verified;2024-09-28;ftp://inspection-server/aircraft/A380/Elevator/61096-0030/2024-09-28;VALIDATED;3;2024-09-28 07:17:04;2024-09-28 07:00:22;4;2024-09-28 07:17:04;3;false
668;Fuselage panel;59062-1303;Big robot arm;Good;false;false;false;weight recorded;2024-10-09;ftp://inspection-server/aircraft/B747/Fuselage panel/59062-1303/2024-10-09;VALIDATED;3;2024-10-11 15:33:47;2024-10-09 08:25:16;4;2024-10-11 15:33:47;3;false
669;Wing A;54868-5443;Rotating table plus camera;Really bad;true;true;true;material composition checked;2024-08-15;ftp://inspection-server/aircraft/B787/Wing A/54868-5443/2024-08-15;VALIDATED;1;2024-08-18 00:32:24;2024-08-15 14:11:22;8;2024-08-18 00:32:24;1;false
670;Fuselage panel;36800-179;Gantry system;Not good;true;false;false;packaging condition assessed;2025-05-08;ftp://inspection-server/aircraft/B777/Fuselage panel/36800-179/2025-05-08;PENDING;;;2025-05-08 08:39:02;6;;;false
671;Aileron;57237-005;Rotating table plus camera;Good;false;true;false;;2025-05-18;ftp://inspection-server/aircraft/A350/Aileron/57237-005/2025-05-18;VALIDATED;1;2025-05-23 03:36:34;2025-05-18 00:44:03;10;2025-05-23 03:36:34;1;false
672;Landing gear;51009-158;Complete inspection;Really bad;true;true;true;;2025-05-20;ftp://inspection-server/aircraft/A380/Landing gear/51009-158/2025-05-20;PENDING;;;2025-05-20 12:00:20;10;;;false
673;Aileron;23635-310;Big robot arm;Average;false;false;true;;2025-02-13;ftp://inspection-server/aircraft/B787/Aileron/23635-310/2025-02-13;VALIDATED;1;2025-02-17 22:16:21;2025-02-13 04:39:36;7;2025-02-17 22:16:21;1;false
674;Tail fin;0378-9119;Big robot arm;Not good;false;true;false;;2025-03-12;ftp://inspection-server/aircraft/A380/Tail fin/0378-9119/2025-03-12;VALIDATED;3;2025-03-16 04:45:30;2025-03-12 14:30:29;9;2025-03-16 04:45:30;3;false
675;Rudder;61715-030;Gantry system;Not good;true;true;true;;2024-06-28;ftp://inspection-server/aircraft/B747/Rudder/61715-030/2024-06-28;PENDING;;;2024-06-28 13:49:45;9;;;false
676;Landing gear;64117-956;Big robot arm;Not good;false;true;false;;2024-12-24;ftp://inspection-server/aircraft/B737/Landing gear/64117-956/2024-12-24;VALIDATED;2;2024-12-25 19:18:14;2024-12-24 13:33:19;4;2024-12-25 19:18:14;2;false
677;Rudder;52584-311;Rotating table plus camera;Not good;false;true;true;;2025-05-04;ftp://inspection-server/aircraft/A350/Rudder/52584-311/2025-05-04;VALIDATED;1;2025-05-07 02:52:03;2025-05-04 04:41:40;8;2025-05-07 02:52:03;1;false
678;Flap;52183-299;Big robot arm;Average;false;true;true;packaging condition assessed;2024-07-12;ftp://inspection-server/aircraft/B787/Flap/52183-299/2024-07-12;VALIDATED;2;2024-07-12 18:28:15;2024-07-12 04:07:43;7;2024-07-12 18:28:15;2;false
679;Landing gear;53217-024;Big robot arm;Average;false;true;true;;2025-01-11;ftp://inspection-server/aircraft/B737/Landing gear/53217-024/2025-01-11;VALIDATED;1;2025-01-15 01:37:49;2025-01-11 19:03:32;5;2025-01-15 01:37:49;1;false
680;Fuselage panel;52959-028;Complete inspection;Average;false;true;false;;2025-06-04;ftp://inspection-server/aircraft/Fuselage panel/52959-028/2025-06-04;PENDING;;;2025-06-04 10:28:41;5;;;false
681;Flap;59779-145;Big robot arm;Almost perfect;false;false;false;surface finish inspected;2024-07-21;ftp://inspection-server/aircraft/Flap/59779-145/2024-07-21;PENDING;;;2024-07-21 15:13:08;7;;;false
682;Aileron;41250-291;Camera only;Really bad;true;true;true;;2024-12-27;ftp://inspection-server/aircraft/Aileron/41250-291/2024-12-27;VALIDATED;1;2025-01-02 04:26:22;2024-12-27 00:38:44;6;2025-01-02 04:26:22;1;false
683;Elevator;49288-0227;Complete inspection;Really bad;true;true;true;;2024-07-25;ftp://inspection-server/aircraft/B747/Elevator/49288-0227/2024-07-25;VALIDATED;3;2024-07-29 23:28:38;2024-07-25 05:56:50;6;2024-07-29 23:28:38;3;false
684;Tail fin;11673-645;Camera only;Average;true;false;false;color consistency verified;2024-06-30;ftp://inspection-server/aircraft/B777/Tail fin/11673-645/2024-06-30;VALIDATED;2;2024-07-02 15:05:57;2024-06-30 19:18:33;7;2024-07-02 15:05:57;2;false
685;Wing A;0641-6044;Camera only;Not good;true;true;true;;2025-04-10;ftp://inspection-server/aircraft/Wing A/0641-6044/2025-04-10;VALIDATED;3;2025-04-12 08:21:07;2025-04-10 05:20:34;6;2025-04-12 08:21:07;3;false
686;Aileron;43478-245;Big robot arm;Not good;true;true;true;;2025-02-12;ftp://inspection-server/aircraft/A380/Aileron/43478-245/2025-02-12;VALIDATED;2;2025-02-19 10:17:14;2025-02-12 21:52:51;10;2025-02-19 10:17:14;2;false
687;Rudder;55910-489;Rotating table plus camera;Good;false;false;true;surface finish inspected;2025-01-17;ftp://inspection-server/aircraft/Rudder/55910-489/2025-01-17;PENDING;;;2025-01-17 06:09:00;9;;;false
688;Engine cover;13537-072;Big robot arm;Not good;true;false;false;color consistency verified;2024-12-20;ftp://inspection-server/aircraft/A350/Engine cover/13537-072/2024-12-20;PENDING;;;2024-12-20 14:37:09;9;;;false
689;Engine cover;68180-222;Gantry system;Good;true;false;false;dimensions measured;2025-05-22;ftp://inspection-server/aircraft/A350/Engine cover/68180-222/2025-05-22;PENDING;;;2025-05-22 09:19:40;10;;;false
690;Rudder;51414-100;Camera only;Not good;true;true;false;weight recorded;2024-11-05;ftp://inspection-server/aircraft/A380/Rudder/51414-100/2024-11-05;VALIDATED;3;2024-11-06 21:07:04;2024-11-05 11:13:24;4;2024-11-06 21:07:04;3;false
691;Fuselage panel;50114-8510;Big robot arm;Really bad;false;true;true;;2025-02-25;ftp://inspection-server/aircraft/A380/Fuselage panel/50114-8510/2025-02-25;VALIDATED;3;2025-02-25 12:16:58;2025-02-25 00:50:24;8;2025-02-25 12:16:58;3;false
692;Aileron;66472-035;Gantry system;Good;true;false;false;material composition checked;2024-11-21;ftp://inspection-server/aircraft/B777/Aileron/66472-035/2024-11-21;VALIDATED;3;2024-11-26 11:26:25;2024-11-21 12:15:59;6;2024-11-26 11:26:25;3;false
693;Flap;64616-095;Camera only;Average;false;false;true;;2025-04-19;ftp://inspection-server/aircraft/Flap/64616-095/2025-04-19;VALIDATED;2;2025-04-25 02:07:11;2025-04-19 02:02:53;6;2025-04-25 02:07:11;2;false
694;Rudder;11410-012;Complete inspection;Perfect;false;false;false;color consistency verified;2024-09-06;ftp://inspection-server/aircraft/A380/Rudder/11410-012/2024-09-06;VALIDATED;3;2024-09-10 20:08:04;2024-09-06 02:57:33;4;2024-09-10 20:08:04;3;false
695;Landing gear;0378-2077;Camera only;Average;false;true;true;;2024-07-29;ftp://inspection-server/aircraft/B777/Landing gear/0378-2077/2024-07-29;VALIDATED;3;2024-07-29 12:46:59;2024-07-29 08:09:08;5;2024-07-29 12:46:59;3;false
696;Tail fin;63323-130;Complete inspection;Average;true;false;true;;2024-08-31;ftp://inspection-server/aircraft/B787/Tail fin/63323-130/2024-08-31;VALIDATED;2;2024-09-03 12:00:14;2024-08-31 15:43:43;10;2024-09-03 12:00:14;2;false
697;Wing A;29565-300;Camera only;Not good;true;false;true;;2024-11-01;ftp://inspection-server/aircraft/Wing A/29565-300/2024-11-01;PENDING;;;2024-11-01 19:01:21;7;;;false
698;Fuselage panel;0363-0518;Camera only;Not good;false;true;true;;2024-12-29;ftp://inspection-server/aircraft/B747/Fuselage panel/0363-0518/2024-12-29;VALIDATED;2;2024-12-31 19:47:12;2024-12-29 11:03:00;8;2024-12-31 19:47:12;2;false
699;Elevator;49288-0921;Camera only;Not good;true;true;true;surface finish inspected;2024-10-05;ftp://inspection-server/aircraft/A320neo/Elevator/49288-0921/2024-10-05;VALIDATED;2;2024-10-06 22:50:09;2024-10-05 21:42:54;8;2024-10-06 22:50:09;2;false
700;Wing A;51393-6446;Complete inspection;Average;false;true;true;dimensions measured;2025-04-05;ftp://inspection-server/aircraft/A380/Wing A/51393-6446/2025-04-05;VALIDATED;1;2025-04-06 20:53:16;2025-04-05 00:09:35;9;2025-04-06 20:53:16;1;false
701;Fuselage panel;55154-5118;Big robot arm;Really bad;true;true;true;color consistency verified;2025-04-14;ftp://inspection-server/aircraft/B777/Fuselage panel/55154-5118/2025-04-14;VALIDATED;2;2025-04-16 00:12:33;2025-04-14 10:48:55;10;2025-04-16 00:12:33;2;false
702;Tail fin;0121-4802;Gantry system;Average;false;true;true;;2025-06-06;ftp://inspection-server/aircraft/B737/Tail fin/0121-4802/2025-06-06;PENDING;;;2025-06-06 01:05:10;10;;;false
703;Tail fin;0944-2627;Big robot arm;Not good;true;false;true;surface finish inspected;2025-01-23;ftp://inspection-server/aircraft/B787/Tail fin/0944-2627/2025-01-23;VALIDATED;1;2025-01-29 01:22:36;2025-01-23 00:50:32;9;2025-01-29 01:22:36;1;false
704;Landing gear;0268-0844;Big robot arm;Almost perfect;false;false;false;;2024-10-03;ftp://inspection-server/aircraft/B777/Landing gear/0268-0844/2024-10-03;VALIDATED;1;2024-10-09 23:05:14;2024-10-03 20:50:35;9;2024-10-09 23:05:14;1;false
705;Engine cover;68828-093;Rotating table plus camera;Good;false;false;false;surface finish inspected;2024-10-28;ftp://inspection-server/aircraft/A350/Engine cover/68828-093/2024-10-28;VALIDATED;2;2024-11-01 19:26:53;2024-10-28 19:47:25;8;2024-11-01 19:26:53;2;false
706;Rudder;0456-1405;Camera only;Not good;false;true;true;;2025-03-07;ftp://inspection-server/aircraft/Rudder/0456-1405/2025-03-07;VALIDATED;2;2025-03-09 18:36:40;2025-03-07 04:35:17;7;2025-03-09 18:36:40;2;false
707;Tail fin;0409-6625;Rotating table plus camera;Not good;false;true;true;;2024-08-12;ftp://inspection-server/aircraft/B787/Tail fin/0409-6625/2024-08-12;VALIDATED;2;2024-08-14 14:43:58;2024-08-12 10:46:22;7;2024-08-14 14:43:58;2;false
708;Aileron;63981-194;Complete inspection;Really bad;false;true;true;;2024-06-25;ftp://inspection-server/aircraft/B737/Aileron/63981-194/2024-06-25;VALIDATED;2;2024-07-01 14:31:47;2024-06-25 00:27:43;10;2024-07-01 14:31:47;2;false
709;Rudder;52686-270;Big robot arm;Destroyed;true;true;true;surface finish inspected;2024-09-12;ftp://inspection-server/aircraft/A380/Rudder/52686-270/2024-09-12;PENDING;;;2024-09-12 05:08:11;8;;;false
710;Landing gear;36800-489;Rotating table plus camera;Average;false;false;true;;2024-06-18;ftp://inspection-server/aircraft/B747/Landing gear/36800-489/2024-06-18;VALIDATED;2;2024-06-22 06:02:08;2024-06-18 20:17:15;5;2024-06-22 06:02:08;2;false
711;Elevator;49999-486;Rotating table plus camera;Good;false;false;false;;2024-09-29;ftp://inspection-server/aircraft/A350/Elevator/49999-486/2024-09-29;VALIDATED;2;2024-10-01 02:57:21;2024-09-29 02:33:49;5;2024-10-01 02:57:21;2;false
712;Landing gear;60683-075;Rotating table plus camera;Really bad;true;true;true;;2024-10-20;ftp://inspection-server/aircraft/B787/Landing gear/60683-075/2024-10-20;VALIDATED;1;2024-10-25 07:20:10;2024-10-20 18:08:06;4;2024-10-25 07:20:10;1;false
713;Aileron;36987-2184;Big robot arm;Good;true;false;false;;2025-01-21;ftp://inspection-server/aircraft/B747/Aileron/36987-2184/2025-01-21;PENDING;;;2025-01-21 10:57:44;5;;;false
714;Cockpit window;55312-886;Gantry system;Average;true;false;true;;2024-06-13;ftp://inspection-server/aircraft/B747/Cockpit window/55312-886/2024-06-13;VALIDATED;2;2024-06-20 06:28:07;2024-06-13 22:20:54;10;2024-06-20 06:28:07;2;false
715;Fuselage panel;54868-5621;Gantry system;Not good;false;false;true;;2024-11-29;ftp://inspection-server/aircraft/B737/Fuselage panel/54868-5621/2024-11-29;VALIDATED;3;2024-12-05 00:26:36;2024-11-29 19:08:23;4;2024-12-05 00:26:36;3;false
716;Aileron;62982-002;Big robot arm;Average;false;true;true;surface finish inspected;2024-06-23;ftp://inspection-server/aircraft/B747/Aileron/62982-002/2024-06-23;VALIDATED;1;2024-06-27 13:15:57;2024-06-23 02:34:02;4;2024-06-27 13:15:57;1;false
717;Elevator;14783-306;Gantry system;Not good;true;false;true;material composition checked;2024-09-12;ftp://inspection-server/aircraft/B787/Elevator/14783-306/2024-09-12;PENDING;;;2024-09-12 20:24:23;5;;;false
718;Fuselage panel;42002-407;Rotating table plus camera;Really bad;true;true;false;;2024-07-17;ftp://inspection-server/aircraft/B747/Fuselage panel/42002-407/2024-07-17;VALIDATED;1;2024-07-20 02:34:23;2024-07-17 16:04:39;8;2024-07-20 02:34:23;1;false
719;Aileron;50458-860;Gantry system;Good;false;false;false;material composition checked;2024-12-19;ftp://inspection-server/aircraft/A380/Aileron/50458-860/2024-12-19;VALIDATED;2;2024-12-21 11:27:50;2024-12-19 22:36:29;8;2024-12-21 11:27:50;2;false
720;Flap;63323-426;Big robot arm;Average;false;true;true;color consistency verified;2024-11-05;ftp://inspection-server/aircraft/B787/Flap/63323-426/2024-11-05;VALIDATED;3;2024-11-06 13:33:13;2024-11-05 03:25:17;5;2024-11-06 13:33:13;3;false
721;Tail fin;53723-0001;Rotating table plus camera;Destroyed;true;true;true;;2025-02-19;ftp://inspection-server/aircraft/Tail fin/53723-0001/2025-02-19;PENDING;;;2025-02-19 06:32:15;8;;;false
722;Engine cover;0052-2139;Big robot arm;Almost perfect;false;false;false;;2024-06-24;ftp://inspection-server/aircraft/Engine cover/0052-2139/2024-06-24;VALIDATED;1;2024-07-01 01:42:39;2024-06-24 02:30:57;5;2024-07-01 01:42:39;1;false
723;Engine cover;43063-392;Rotating table plus camera;Good;false;false;true;color consistency verified;2025-03-28;ftp://inspection-server/aircraft/B747/Engine cover/43063-392/2025-03-28;VALIDATED;2;2025-04-03 02:13:47;2025-03-28 23:39:28;7;2025-04-03 02:13:47;2;false
724;Landing gear;59351-0309;Gantry system;Good;false;true;false;;2024-07-14;ftp://inspection-server/aircraft/B777/Landing gear/59351-0309/2024-07-14;VALIDATED;2;2024-07-18 14:48:39;2024-07-14 17:26:11;6;2024-07-18 14:48:39;2;false
725;Rudder;52125-267;Big robot arm;Destroyed;true;true;true;surface finish inspected;2024-11-22;ftp://inspection-server/aircraft/A380/Rudder/52125-267/2024-11-22;VALIDATED;2;2024-11-23 11:32:06;2024-11-22 10:51:22;7;2024-11-23 11:32:06;2;false
726;Cockpit window;30056-002;Big robot arm;Good;false;false;false;surface finish inspected;2025-04-10;ftp://inspection-server/aircraft/A350/Cockpit window/30056-002/2025-04-10;VALIDATED;1;2025-04-15 00:52:46;2025-04-10 04:23:57;8;2025-04-15 00:52:46;1;false
727;Elevator;41250-229;Big robot arm;Average;true;true;false;packaging condition assessed;2025-01-15;ftp://inspection-server/aircraft/A350/Elevator/41250-229/2025-01-15;VALIDATED;1;2025-01-16 16:31:49;2025-01-15 18:36:22;9;2025-01-16 16:31:49;1;false
728;Tail fin;0268-1354;Big robot arm;Good;true;false;false;material composition checked;2024-09-11;ftp://inspection-server/aircraft/A350/Tail fin/0268-1354/2024-09-11;VALIDATED;1;2024-09-15 09:57:52;2024-09-11 23:07:46;6;2024-09-15 09:57:52;1;false
729;Engine cover;16590-832;Camera only;Good;false;false;false;;2025-03-02;ftp://inspection-server/aircraft/B737/Engine cover/16590-832/2025-03-02;VALIDATED;3;2025-03-06 22:17:02;2025-03-02 15:38:37;6;2025-03-06 22:17:02;3;false
